company_id,company_name,price,prognost,date,quantity,sales,month
P000,Компания 0,627.33,481.16,2023-06-12,400,250932.00000000003,6
P000,Компания 0,627.33,481.16,2023-11-26,498,312410.34,11
P000,Компания 0,627.33,481.16,2023-01-04,94,58969.020000000004,1
P000,Компания 0,627.33,481.16,2023-08-03,286,179416.38,8
P000,Компания 0,627.33,481.16,2023-08-07,377,236503.41,8
P000,Компания 0,627.33,481.16,2023-04-13,470,294845.10000000003,4
P000,Компания 0,627.33,481.16,2023-04-06,22,13801.26,4
P000,Компания 0,627.33,481.16,2023-02-14,236,148049.88,2
P000,Компания 0,627.33,481.16,2023-05-08,289,181298.37000000002,5
P000,Компания 0,627.33,481.16,2023-08-02,319,200118.27000000002,8
P000,Компания 0,627.33,481.16,2023-07-04,50,31366.500000000004,7
P000,Компания 0,627.33,481.16,2023-04-15,123,77161.59000000001,4
P000,Компания 0,627.33,481.16,2023-02-11,238,149304.54,2
P001,Компания 1,94.38,879.04,2023-08-07,467,44075.46,8
P001,Компания 1,94.38,879.04,2023-05-14,369,34826.22,5
P001,Компания 1,94.38,879.04,2023-09-18,269,25388.219999999998,9
P001,Компания 1,94.38,879.04,2023-07-21,484,45679.92,7
P001,Компания 1,94.38,879.04,2023-07-19,33,3114.54,7
P001,Компания 1,94.38,879.04,2023-03-14,222,20952.36,3
P001,Компания 1,94.38,879.04,2023-06-05,40,3775.2,6
P001,Компания 1,94.38,879.04,2023-03-23,21,1981.98,3
P001,Компания 1,94.38,879.04,2023-03-01,351,33127.38,3
P001,Компания 1,94.38,879.04,2023-07-20,28,2642.64,7
P001,Компания 1,94.38,879.04,2023-08-24,314,29635.32,8
P001,Компания 1,94.38,879.04,2023-07-03,200,18876.0,7
P001,Компания 1,94.38,879.04,2023-04-02,430,40583.4,4
P001,Компания 1,94.38,879.04,2023-05-05,42,3963.96,5
P001,Компания 1,94.38,879.04,2023-01-30,278,26237.64,1
P001,Компания 1,94.38,879.04,2023-08-31,118,11136.84,8
P001,Компания 1,94.38,879.04,2023-06-18,191,18026.579999999998,6
P001,Компания 1,94.38,879.04,2023-12-25,449,42376.619999999995,12
P001,Компания 1,94.38,879.04,2023-10-18,342,32277.96,10
P001,Компания 1,94.38,879.04,2023-10-20,331,31239.78,10
P001,Компания 1,94.38,879.04,2023-05-17,467,44075.46,5
P001,Компания 1,94.38,879.04,2023-07-17,390,36808.2,7
P001,Компания 1,94.38,879.04,2023-12-09,100,9438.0,12
P001,Компания 1,94.38,879.04,2023-09-16,330,31145.399999999998,9
P001,Компания 1,94.38,879.04,2023-12-22,6,566.28,12
P001,Компания 1,94.38,879.04,2023-07-12,208,19631.04,7
P001,Компания 1,94.38,879.04,2023-10-12,256,24161.28,10
P001,Компания 1,94.38,879.04,2023-07-30,491,46340.579999999994,7
P001,Компания 1,94.38,879.04,2023-02-11,244,23028.719999999998,2
P001,Компания 1,94.38,879.04,2023-06-19,122,11514.359999999999,6
P001,Компания 1,94.38,879.04,2023-07-15,354,33410.52,7
P001,Компания 1,94.38,879.04,2023-02-23,279,26332.02,2
P001,Компания 1,94.38,879.04,2023-10-26,386,36430.68,10
P001,Компания 1,94.38,879.04,2023-10-03,409,38601.42,10
P001,Компания 1,94.38,879.04,2023-01-13,46,4341.48,1
P001,Компания 1,94.38,879.04,2023-05-12,392,36996.96,5
P001,Компания 1,94.38,879.04,2023-07-26,490,46246.2,7
P001,Компания 1,94.38,879.04,2023-08-09,56,5285.28,8
P001,Компания 1,94.38,879.04,2023-05-22,453,42754.14,5
P001,Компания 1,94.38,879.04,2023-09-30,293,27653.34,9
P001,Компания 1,94.38,879.04,2023-05-26,86,8116.679999999999,5
P001,Компания 1,94.38,879.04,2023-03-07,184,17365.92,3
P001,Компания 1,94.38,879.04,2023-03-17,394,37185.72,3
P001,Компания 1,94.38,879.04,2023-07-16,353,33316.14,7
P001,Компания 1,94.38,879.04,2023-09-17,7,660.66,9
P001,Компания 1,94.38,879.04,2023-04-01,274,25860.12,4
P001,Компания 1,94.38,879.04,2023-02-27,482,45491.159999999996,2
P001,Компания 1,94.38,879.04,2023-02-09,400,37752.0,2
P001,Компания 1,94.38,879.04,2023-02-01,420,39639.6,2
P001,Компания 1,94.38,879.04,2023-05-10,436,41149.68,5
P001,Компания 1,94.38,879.04,2023-09-11,324,30579.12,9
P001,Компания 1,94.38,879.04,2023-09-07,353,33316.14,9
P001,Компания 1,94.38,879.04,2023-12-20,57,5379.66,12
P001,Компания 1,94.38,879.04,2023-10-06,165,15572.699999999999,10
P001,Компания 1,94.38,879.04,2023-10-05,470,44358.6,10
P001,Компания 1,94.38,879.04,2023-08-18,387,36525.06,8
P001,Компания 1,94.38,879.04,2023-10-07,292,27558.96,10
P001,Компания 1,94.38,879.04,2023-03-10,231,21801.78,3
P001,Компания 1,94.38,879.04,2023-01-12,211,19914.18,1
P001,Компания 1,94.38,879.04,2023-05-03,316,29824.079999999998,5
P001,Компания 1,94.38,879.04,2023-01-13,305,28785.899999999998,1
P001,Компания 1,94.38,879.04,2023-06-11,370,34920.6,6
P001,Компания 1,94.38,879.04,2023-04-19,130,12269.4,4
P001,Компания 1,94.38,879.04,2023-05-21,477,45019.259999999995,5
P001,Компания 1,94.38,879.04,2023-04-24,203,19159.14,4
P001,Компания 1,94.38,879.04,2023-04-28,428,40394.64,4
P001,Компания 1,94.38,879.04,2023-04-01,345,32561.1,4
P001,Компания 1,94.38,879.04,2023-09-18,358,33788.04,9
P001,Компания 1,94.38,879.04,2023-09-21,488,46057.439999999995,9
P001,Компания 1,94.38,879.04,2023-09-14,265,25010.699999999997,9
P001,Компания 1,94.38,879.04,2023-02-19,318,30012.84,2
P001,Компания 1,94.38,879.04,2023-05-02,252,23783.76,5
P001,Компания 1,94.38,879.04,2023-12-28,64,6040.32,12
P001,Компания 1,94.38,879.04,2023-01-24,177,16705.26,1
P001,Компания 1,94.38,879.04,2023-09-28,185,17460.3,9
P001,Компания 1,94.38,879.04,2023-07-20,392,36996.96,7
P001,Компания 1,94.38,879.04,2023-01-01,174,16422.12,1
P001,Компания 1,94.38,879.04,2023-04-10,416,39262.08,4
P001,Компания 1,94.38,879.04,2023-04-28,499,47095.619999999995,4
P001,Компания 1,94.38,879.04,2023-04-18,392,36996.96,4
P001,Компания 1,94.38,879.04,2023-01-17,21,1981.98,1
P001,Компания 1,94.38,879.04,2023-05-14,420,39639.6,5
P001,Компания 1,94.38,879.04,2023-08-25,323,30484.739999999998,8
P001,Компания 1,94.38,879.04,2023-07-28,99,9343.619999999999,7
P001,Компания 1,94.38,879.04,2023-02-28,244,23028.719999999998,2
P001,Компания 1,94.38,879.04,2023-07-07,91,8588.58,7
P001,Компания 1,94.38,879.04,2023-01-02,138,13024.439999999999,1
P001,Компания 1,94.38,879.04,2023-04-19,379,35770.02,4
P001,Компания 1,94.38,879.04,2023-07-10,350,33033.0,7
P001,Компания 1,94.38,879.04,2023-11-18,254,23972.52,11
P001,Компания 1,94.38,879.04,2023-04-20,356,33599.28,4
P001,Компания 1,94.38,879.04,2023-10-16,290,27370.199999999997,10
P001,Компания 1,94.38,879.04,2023-09-02,61,5757.179999999999,9
P001,Компания 1,94.38,879.04,2023-04-03,80,7550.4,4
P001,Компания 1,94.38,879.04,2023-12-17,3,283.14,12
P001,Компания 1,94.38,879.04,2023-07-02,485,45774.299999999996,7
P001,Компания 1,94.38,879.04,2023-11-05,458,43226.04,11
P001,Компания 1,94.38,879.04,2023-02-27,411,38790.18,2
P001,Компания 1,94.38,879.04,2023-01-10,114,10759.32,1
P001,Компания 1,94.38,879.04,2023-04-10,344,32466.719999999998,4
P001,Компания 1,94.38,879.04,2023-01-03,258,24350.039999999997,1
P001,Компания 1,94.38,879.04,2023-04-14,73,6889.74,4
P002,Компания 2,146.63,-967.82,2023-01-20,163,23900.69,1
P002,Компания 2,146.63,-967.82,2023-08-04,303,44428.89,8
P002,Компания 2,146.63,-967.82,2023-07-17,261,38270.43,7
P002,Компания 2,146.63,-967.82,2023-12-19,483,70822.29,12
P002,Компания 2,146.63,-967.82,2023-08-07,312,45748.56,8
P002,Компания 2,146.63,-967.82,2023-05-26,78,11437.14,5
P002,Компания 2,146.63,-967.82,2023-04-27,278,40763.14,4
P002,Компания 2,146.63,-967.82,2023-10-13,44,6451.719999999999,10
P002,Компания 2,146.63,-967.82,2023-10-21,287,42082.81,10
P002,Компания 2,146.63,-967.82,2023-01-16,409,59971.67,1
P002,Компания 2,146.63,-967.82,2023-04-12,44,6451.719999999999,4
P002,Компания 2,146.63,-967.82,2023-07-07,252,36950.76,7
P002,Компания 2,146.63,-967.82,2023-06-27,177,25953.51,6
P002,Компания 2,146.63,-967.82,2023-01-18,224,32845.119999999995,1
P002,Компания 2,146.63,-967.82,2023-07-21,449,65836.87,7
P002,Компания 2,146.63,-967.82,2023-08-19,44,6451.719999999999,8
P002,Компания 2,146.63,-967.82,2023-03-22,397,58212.11,3
P002,Компания 2,146.63,-967.82,2023-09-20,158,23167.54,9
P002,Компания 2,146.63,-967.82,2023-03-13,266,39003.58,3
P002,Компания 2,146.63,-967.82,2023-10-12,3,439.89,10
P002,Компания 2,146.63,-967.82,2023-11-11,354,51907.02,11
P002,Компания 2,146.63,-967.82,2023-06-21,111,16275.93,6
P002,Компания 2,146.63,-967.82,2023-03-01,331,48534.53,3
P002,Компания 2,146.63,-967.82,2023-04-26,423,62024.49,4
P002,Компания 2,146.63,-967.82,2023-12-25,146,21407.98,12
P002,Компания 2,146.63,-967.82,2023-12-06,485,71115.55,12
P002,Компания 2,146.63,-967.82,2023-04-22,325,47654.75,4
P002,Компания 2,146.63,-967.82,2023-02-21,449,65836.87,2
P002,Компания 2,146.63,-967.82,2023-09-10,498,73021.73999999999,9
P002,Компания 2,146.63,-967.82,2023-03-12,110,16129.3,3
P002,Компания 2,146.63,-967.82,2023-08-13,407,59678.409999999996,8
P002,Компания 2,146.63,-967.82,2023-12-16,478,70089.14,12
P002,Компания 2,146.63,-967.82,2023-04-04,132,19355.16,4
P002,Компания 2,146.63,-967.82,2023-08-15,378,55426.14,8
P002,Компания 2,146.63,-967.82,2023-04-08,163,23900.69,4
P002,Компания 2,146.63,-967.82,2023-02-05,94,13783.22,2
P002,Компания 2,146.63,-967.82,2023-02-16,383,56159.29,2
P002,Компания 2,146.63,-967.82,2023-09-19,128,18768.64,9
P002,Компания 2,146.63,-967.82,2023-09-25,250,36657.5,9
P002,Компания 2,146.63,-967.82,2023-01-10,198,29032.739999999998,1
P002,Компания 2,146.63,-967.82,2023-03-16,226,33138.38,3
P002,Компания 2,146.63,-967.82,2023-11-12,261,38270.43,11
P002,Компания 2,146.63,-967.82,2023-03-30,192,28152.96,3
P002,Компания 2,146.63,-967.82,2023-11-21,68,9970.84,11
P002,Компания 2,146.63,-967.82,2023-06-27,157,23020.91,6
P002,Компания 2,146.63,-967.82,2023-12-16,81,11877.029999999999,12
P002,Компания 2,146.63,-967.82,2023-03-19,248,36364.24,3
P002,Компания 2,146.63,-967.82,2023-12-06,352,51613.759999999995,12
P002,Компания 2,146.63,-967.82,2023-04-11,69,10117.47,4
P002,Компания 2,146.63,-967.82,2023-03-23,26,3812.38,3
P002,Компания 2,146.63,-967.82,2023-04-14,208,30499.04,4
P002,Компания 2,146.63,-967.82,2023-09-16,69,10117.47,9
P002,Компания 2,146.63,-967.82,2023-07-24,264,38710.32,7
P002,Компания 2,146.63,-967.82,2023-10-01,192,28152.96,10
P002,Компания 2,146.63,-967.82,2023-06-28,60,8797.8,6
P002,Компания 2,146.63,-967.82,2023-04-22,425,62317.75,4
P002,Компания 2,146.63,-967.82,2023-10-29,29,4252.2699999999995,10
P002,Компания 2,146.63,-967.82,2023-04-15,420,61584.6,4
P002,Компания 2,146.63,-967.82,2023-10-20,309,45308.67,10
P002,Компания 2,146.63,-967.82,2023-08-04,3,439.89,8
P002,Компания 2,146.63,-967.82,2023-12-27,309,45308.67,12
P002,Компания 2,146.63,-967.82,2023-08-06,446,65396.979999999996,8
P002,Компания 2,146.63,-967.82,2023-04-28,462,67743.06,4
P002,Компания 2,146.63,-967.82,2023-09-25,442,64810.46,9
P002,Компания 2,146.63,-967.82,2023-04-02,81,11877.029999999999,4
P002,Компания 2,146.63,-967.82,2023-04-11,371,54399.729999999996,4
P002,Компания 2,146.63,-967.82,2023-01-12,260,38123.799999999996,1
P002,Компания 2,146.63,-967.82,2023-03-30,440,64517.2,3
P002,Компания 2,146.63,-967.82,2023-01-16,490,71848.7,1
P002,Компания 2,146.63,-967.82,2023-11-11,66,9677.58,11
P002,Компания 2,146.63,-967.82,2023-07-24,160,23460.8,7
P002,Компания 2,146.63,-967.82,2023-09-04,253,37097.39,9
P002,Компания 2,146.63,-967.82,2023-02-18,397,58212.11,2
P002,Компания 2,146.63,-967.82,2023-12-22,82,12023.66,12
P002,Компания 2,146.63,-967.82,2023-03-26,87,12756.81,3
P002,Компания 2,146.63,-967.82,2023-10-17,40,5865.2,10
P002,Компания 2,146.63,-967.82,2023-04-18,308,45162.04,4
P002,Компания 2,146.63,-967.82,2023-03-14,289,42376.07,3
P002,Компания 2,146.63,-967.82,2023-09-25,202,29619.26,9
P002,Компания 2,146.63,-967.82,2023-12-18,317,46481.71,12
P002,Компания 2,146.63,-967.82,2023-11-08,188,27566.44,11
P002,Компания 2,146.63,-967.82,2023-04-19,499,73168.37,4
P002,Компания 2,146.63,-967.82,2023-12-01,208,30499.04,12
P002,Компания 2,146.63,-967.82,2023-10-13,41,6011.83,10
P002,Компания 2,146.63,-967.82,2023-03-05,282,41349.659999999996,3
P002,Компания 2,146.63,-967.82,2023-07-15,159,23314.17,7
P002,Компания 2,146.63,-967.82,2023-02-16,447,65543.61,2
P002,Компания 2,146.63,-967.82,2023-06-10,70,10264.1,6
P002,Компания 2,146.63,-967.82,2023-06-10,324,47508.119999999995,6
P002,Компания 2,146.63,-967.82,2023-07-08,60,8797.8,7
P002,Компания 2,146.63,-967.82,2023-09-24,128,18768.64,9
P002,Компания 2,146.63,-967.82,2023-01-31,402,58945.259999999995,1
P002,Компания 2,146.63,-967.82,2023-05-21,196,28739.48,5
P002,Компания 2,146.63,-967.82,2023-12-21,219,32111.969999999998,12
P002,Компания 2,146.63,-967.82,2023-06-09,331,48534.53,6
P002,Компания 2,146.63,-967.82,2023-08-07,281,41203.03,8
P002,Компания 2,146.63,-967.82,2023-10-19,318,46628.34,10
P002,Компания 2,146.63,-967.82,2023-12-03,472,69209.36,12
P002,Компания 2,146.63,-967.82,2023-06-11,204,29912.52,6
P003,Компания 3,246.43,945.98,2023-09-17,317,78118.31,9
P003,Компания 3,246.43,945.98,2023-06-24,302,74421.86,6
P003,Компания 3,246.43,945.98,2023-03-30,308,75900.44,3
P003,Компания 3,246.43,945.98,2023-01-20,448,110400.64,1
P003,Компания 3,246.43,945.98,2023-03-03,377,92904.11,3
P003,Компания 3,246.43,945.98,2023-10-23,144,35485.92,10
P003,Компания 3,246.43,945.98,2023-04-24,66,16264.380000000001,4
P003,Компания 3,246.43,945.98,2023-12-11,443,109168.49,12
P003,Компания 3,246.43,945.98,2023-08-08,66,16264.380000000001,8
P003,Компания 3,246.43,945.98,2023-03-11,493,121489.99,3
P003,Компания 3,246.43,945.98,2023-05-09,183,45096.69,5
P003,Компания 3,246.43,945.98,2023-05-31,366,90193.38,5
P003,Компания 3,246.43,945.98,2023-01-17,104,25628.72,1
P003,Компания 3,246.43,945.98,2023-11-29,338,83293.34,11
P003,Компания 3,246.43,945.98,2023-08-15,328,80829.04000000001,8
P003,Компания 3,246.43,945.98,2023-06-03,75,18482.25,6
P003,Компания 3,246.43,945.98,2023-04-14,160,39428.8,4
P003,Компания 3,246.43,945.98,2023-06-20,316,77871.88,6
P003,Компания 3,246.43,945.98,2023-02-17,255,62839.65,2
P003,Компания 3,246.43,945.98,2023-05-31,337,83046.91,5
P003,Компания 3,246.43,945.98,2023-01-05,203,50025.29,1
P003,Компания 3,246.43,945.98,2023-03-07,430,105964.90000000001,3
P003,Компания 3,246.43,945.98,2023-12-02,196,48300.28,12
P003,Компания 3,246.43,945.98,2023-04-15,434,106950.62000000001,4
P003,Компания 3,246.43,945.98,2023-02-25,287,70725.41,2
P003,Компания 3,246.43,945.98,2023-12-16,91,22425.13,12
P003,Компания 3,246.43,945.98,2023-09-29,272,67028.96,9
P003,Компания 3,246.43,945.98,2023-09-10,450,110893.5,9
P003,Компания 3,246.43,945.98,2023-09-02,30,7392.900000000001,9
P003,Компания 3,246.43,945.98,2023-07-08,379,93396.97,7
P003,Компания 3,246.43,945.98,2023-02-10,449,110647.07,2
P003,Компания 3,246.43,945.98,2023-09-26,290,71464.7,9
P003,Компания 3,246.43,945.98,2023-08-28,229,56432.47,8
P003,Компания 3,246.43,945.98,2023-04-09,199,49039.57,4
P003,Компания 3,246.43,945.98,2023-01-16,100,24643.0,1
P003,Компания 3,246.43,945.98,2023-05-30,358,88221.94,5
P003,Компания 3,246.43,945.98,2023-05-27,339,83539.77,5
P003,Компания 3,246.43,945.98,2023-03-02,74,18235.82,3
P003,Компания 3,246.43,945.98,2023-10-16,436,107443.48,10
P003,Компания 3,246.43,945.98,2023-02-28,381,93889.83,2
P003,Компания 3,246.43,945.98,2023-02-23,126,31050.18,2
P003,Компания 3,246.43,945.98,2023-01-18,211,51996.73,1
P003,Компания 3,246.43,945.98,2023-02-15,15,3696.4500000000003,2
P003,Компания 3,246.43,945.98,2023-01-22,320,78857.6,1
P003,Компания 3,246.43,945.98,2023-11-19,203,50025.29,11
P003,Компания 3,246.43,945.98,2023-03-18,303,74668.29000000001,3
P003,Компания 3,246.43,945.98,2023-04-01,235,57911.05,4
P003,Компания 3,246.43,945.98,2023-04-28,141,34746.63,4
P003,Компания 3,246.43,945.98,2023-10-30,251,61853.93,10
P003,Компания 3,246.43,945.98,2023-05-31,9,2217.87,5
P003,Компания 3,246.43,945.98,2023-08-28,202,49778.86,8
P003,Компания 3,246.43,945.98,2023-12-27,29,7146.47,12
P003,Компания 3,246.43,945.98,2023-06-20,79,19467.97,6
P003,Компания 3,246.43,945.98,2023-06-03,321,79104.03,6
P003,Компания 3,246.43,945.98,2023-07-29,176,43371.68,7
P003,Компания 3,246.43,945.98,2023-10-30,160,39428.8,10
P003,Компания 3,246.43,945.98,2023-05-31,427,105225.61,5
P003,Компания 3,246.43,945.98,2023-08-30,142,34993.06,8
P003,Компания 3,246.43,945.98,2023-04-06,101,24889.43,4
P003,Компания 3,246.43,945.98,2023-11-30,244,60128.92,11
P003,Компания 3,246.43,945.98,2023-08-24,14,3450.02,8
P003,Компания 3,246.43,945.98,2023-09-10,403,99311.29000000001,9
P003,Компания 3,246.43,945.98,2023-07-10,109,26860.87,7
P003,Компания 3,246.43,945.98,2023-11-17,89,21932.27,11
P003,Компания 3,246.43,945.98,2023-10-26,304,74914.72,10
P003,Компания 3,246.43,945.98,2023-10-05,279,68753.97,10
P003,Компания 3,246.43,945.98,2023-10-24,116,28585.88,10
P003,Компания 3,246.43,945.98,2023-06-18,196,48300.28,6
P003,Компания 3,246.43,945.98,2023-12-25,273,67275.39,12
P003,Компания 3,246.43,945.98,2023-01-02,118,29078.74,1
P003,Компания 3,246.43,945.98,2023-10-16,23,5667.89,10
P003,Компания 3,246.43,945.98,2023-11-24,57,14046.51,11
P003,Компания 3,246.43,945.98,2023-05-12,432,106457.76000000001,5
P003,Компания 3,246.43,945.98,2023-07-27,254,62593.22,7
P003,Компания 3,246.43,945.98,2023-06-04,481,118532.83,6
P003,Компания 3,246.43,945.98,2023-03-26,60,14785.800000000001,3
P003,Компания 3,246.43,945.98,2023-03-25,213,52489.590000000004,3
P003,Компания 3,246.43,945.98,2023-07-18,39,9610.77,7
P003,Компания 3,246.43,945.98,2023-06-18,98,24150.14,6
P003,Компания 3,246.43,945.98,2023-02-20,279,68753.97,2
P003,Компания 3,246.43,945.98,2023-11-09,250,61607.5,11
P003,Компания 3,246.43,945.98,2023-09-30,257,63332.51,9
P003,Компания 3,246.43,945.98,2023-10-04,491,120997.13,10
P003,Компания 3,246.43,945.98,2023-03-31,163,40168.090000000004,3
P003,Компания 3,246.43,945.98,2023-06-20,470,115822.1,6
P003,Компания 3,246.43,945.98,2023-08-14,158,38935.94,8
P003,Компания 3,246.43,945.98,2023-12-24,225,55446.75,12
P003,Компания 3,246.43,945.98,2023-01-06,30,7392.900000000001,1
P003,Компания 3,246.43,945.98,2023-03-27,219,53968.17,3
P003,Компания 3,246.43,945.98,2023-09-15,372,91671.96,9
P003,Компания 3,246.43,945.98,2023-02-26,90,22178.7,2
P003,Компания 3,246.43,945.98,2023-04-09,457,112618.51000000001,4
P003,Компания 3,246.43,945.98,2023-07-15,338,83293.34,7
P003,Компания 3,246.43,945.98,2023-09-30,10,2464.3,9
P003,Компания 3,246.43,945.98,2023-12-02,92,22671.56,12
P003,Компания 3,246.43,945.98,2023-06-25,25,6160.75,6
P003,Компания 3,246.43,945.98,2023-01-02,45,11089.35,1
P003,Компания 3,246.43,945.98,2023-12-10,360,88714.8,12
P003,Компания 3,246.43,945.98,2023-07-29,253,62346.79,7
P003,Компания 3,246.43,945.98,2023-06-30,231,56925.33,6
P003,Компания 3,246.43,945.98,2023-04-16,168,41400.24,4
P003,Компания 3,246.43,945.98,2023-02-28,33,8132.1900000000005,2
P003,Компания 3,246.43,945.98,2023-08-04,43,10596.49,8
P003,Компания 3,246.43,945.98,2023-04-26,120,29571.600000000002,4
P003,Компания 3,246.43,945.98,2023-02-11,344,84771.92,2
P003,Компания 3,246.43,945.98,2023-02-20,7,1725.01,2
P003,Компания 3,246.43,945.98,2023-10-21,82,20207.260000000002,10
P003,Компания 3,246.43,945.98,2023-07-25,426,104979.18000000001,7
P003,Компания 3,246.43,945.98,2023-07-16,353,86989.79000000001,7
P003,Компания 3,246.43,945.98,2023-05-16,306,75407.58,5
P003,Компания 3,246.43,945.98,2023-06-29,140,34500.200000000004,6
P003,Компания 3,246.43,945.98,2023-07-15,124,30557.32,7
P003,Компания 3,246.43,945.98,2023-11-21,238,58650.340000000004,11
P003,Компания 3,246.43,945.98,2023-01-27,497,122475.71,1
P003,Компания 3,246.43,945.98,2023-06-18,50,12321.5,6
P003,Компания 3,246.43,945.98,2023-07-20,458,112864.94,7
P003,Компания 3,246.43,945.98,2023-07-03,404,99557.72,7
